625,3793785,x*y' + y + y' = 0,add add mul x y' y' y,c*x/(x*(x - 1) + 2*x),div mul c x add mul 2 x mul x add -1 x
626,8705708,x^2 + x*y' - y + 3 = 0,add sub add 3 pow x 2 y mul x y',x*(c - x - 1/x) - 5*x + 4,add add 4 mul -5 x mul x sub sub c x pow x -1
627,4905766,2*3^(x^2)*x*ln(3) + y' = 0,add mul mul mul 2 x pow 3 pow x 2 log 3 y',-3^(x^2) + c,sub c pow 3 pow x 2
628,165895034,3*x^2 - x*y' + y + 19 = 0,add add add 19 mul 3 pow x 2 mul mul -1 x y' y,c*x + 3*x^2 - 19,add add -19 mul 3 pow x 2 mul c x
629,512222170,5*x*y' - 5*y - 27 = 0,add add -27 mul -5 y mul mul 5 x y',c*x - 27/5,add div -27 5 mul c x
630,2500258,3*x*y' - 42*x - 45*y - 5 = 0,add add add -5 mul -45 y mul -42 x mul mul 3 x y',c*x^15 - x - 1/9,add sub div -1 9 x mul c pow x 15
631,3070392,x*y' - y + sin(3) = 0,add add mul -1 y mul x y' sin 3,c*x + sin(3),add mul c x sin 3
632,9115707,x*y' - 2*y - 28 = 0,add add -28 mul -2 y mul x y',c*x^2 - 14,add -14 mul c pow x 2
633,9263217,x*y' - y + sin(2) + 2 = 0,add add sub 2 y mul x y' sin 2,c*x - 2*x + sin(2) + 2,add add add 2 mul -2 x mul c x sin 2
634,6095393,ln(4)*y' - 1 = 0,add -1 mul y' log 4,(c + x)/ln(4),mul pow log 4 -1 add c x
635,825711193,-16*x^x*(ln(x) + 1) + y' = 0,add mul mul -16 pow x x add 1 log x y',c + 16*x^x,add c mul 16 pow x x
636,1876471,(y' + 2)*e^(2*x + y + 1) - 1 = 0,add -1 mul add 2 y' exp add add 1 mul 2 x y,-2*x + ln(c + x) - 1,add add -1 mul -2 x log add c x
637,2152369,15*x^4 - x*y' + y = 0,add add mul 15 pow x 4 mul mul -1 x y' y,5*x*(c + x^3),mul mul 5 x add c pow x 3
638,904064417,x^2*y' + 65 = 0,add 65 mul pow x 2 y',c + 65/x,add c div 65 x
639,3750115,-2^(x + 1)*ln(2) + y' = 0,add mul mul -1 pow 2 add 1 x log 2 y',2^(x + 1) + c,add c pow 2 add 1 x
640,49618256,-2*x + y' - 7 = 0,add add -7 mul -2 x y',x*(c/x + x + 7) - 4,add -4 mul x add add 7 x div c x
641,1441678,3*x - 3*y - y' + 1 = 0,add add sub 1 y' mul -3 y mul 3 x,x + e^(c - 3*x),add x exp add c mul -3 x
642,5534965,3*x^3 + 2*x*sin(2*x) - x*y' + 2*y + 2*cos(2*x) = 0,add add add add mul 2 cos mul 2 x mul 2 y mul 3 pow x 3 mul mul -1 x y' mul mul 2 x sin mul 2 x,3*x^2*(c + x) - cos(2*x),add mul -1 cos mul 2 x mul mul 3 pow x 2 add c x
643,975017825,x*y' - y = 0,add mul -1 y mul x y',c*x - 30*x,add mul -30 x mul c x
644,5533060,2*x + y' - 3 = 0,add add -3 mul 2 x y',c - x*(x - 2) + x,add add c x mul mul -1 x add -2 x
645,4479506,x^2*y' + 24 = 0,add 24 mul pow x 2 y',-12*(c*x - 2)/x,mul div -12 x add -2 mul c x
646,244743089,x*y' + 9*y*ln(y) = 0,add mul x y' mul mul 9 y log y,e^(c/x^9),exp mul c pow x -9
647,291241956,-x*y*cos(x) + x*sin(x)*y' - 3*x*cos(x) - y*sin(x) - 3*sin(x) = 0,add add add add mul -3 sin x mul mul -1 y sin x mul mul -3 x cos x mul mul x y' sin x mul mul mul -1 x cos x y,c*x*sin(x) - 3,add -3 mul mul c x sin x
648,8438129,x*y' - 2*y = 0,add mul -2 y mul x y',3*x*(c*x - 3*x),mul mul 3 x add mul -3 x mul c x
649,3126708,x*y' - 2*x - 2*y + 4 = 0,add add add 4 mul -2 x mul -2 y mul x y',x*(c*x - 2) + 2,add 2 mul x add -2 mul c x
650,977122,x^5*y' + 8 = 0,add 8 mul pow x 5 y',c + 2/x^4,add c mul 2 pow x -4
651,6822069,-x + y' + 3 = 0,add sub 3 x y',c + x*(x/2 - 3),add c mul x add -3 mul div 1 2 x
652,6790182,4*x^2 + x*y' - y = 0,add add mul -1 y mul 4 pow x 2 mul x y',-x*(c + 4*x),mul mul -1 x add c mul 4 x
653,2904601,x^2*y' - 9 = 0,add -9 mul pow x 2 y',c - 9/x,add c div -9 x
654,9971366,x*y' - y - 6 = 0,add sub -6 y mul x y',c*x - x - 6,add sub -6 x mul c x
655,7059357,625*x*y' - 625*y - y' = 0,add add mul -1 y' mul -625 y mul mul 625 x y',c*(x - 1/625),mul c add div -1 625 x
656,291892871,-5*x^4 - x^x*(ln(x) + 1) + y' - 1 = 0,add add add -1 mul -5 pow x 4 mul mul -1 pow x x add 1 log x y',c + x^5 + x + x^x,add add add c x pow x 5 pow x x
657,115714560,2*x + y' + 5 = 0,add add 5 mul 2 x y',c - x^2 - 5*x,add sub c pow x 2 mul -5 x
658,750889035,x*e^(13)*y' - y*e^(13) - sqrt(1 + 4*e^(26)) = 0,add add mul -1 sqrt add 1 mul 4 exp 26 mul mul -1 exp 13 y mul mul x y' exp 13,c*x - sqrt(e^(-26) + 4),add mul -1 sqrt add 4 exp -26 mul c x
659,6141951,3*x*y' - 3*y - 8 = 0,add add -8 mul -3 y mul mul 3 x y',c*x + 3*x - 8/3,add add div -8 3 mul 3 x mul c x
660,737511516,2*x*y' + 2*y - 3 = 0,add add -3 mul 2 y mul mul 2 x y',(c + 3*x/2)/x,mul pow x -1 add c mul div 3 2 x
661,9818107,-sin(x - 4) + y' = 0,add mul -1 sin add -4 x y',c - cos(x - 4),sub c cos add -4 x
662,6507508,5*cos(x - 2) + y' + 5 = 0,add add 5 mul 5 cos add -2 x y',c - 5*x - 5*sin(x - 2),add add c mul -5 x mul -5 sin add -2 x
663,1731161,x^x*y' + ln(x) + 1 = 0,add add 1 mul pow x x y' log x,c + x^(-x),add c pow x mul -1 x
664,2726879,35*x^2 + 3*x*y' - 3*y + 30 = 0,add add add 30 mul -3 y mul 35 pow x 2 mul mul 3 x y',5*x*(c - 7*x/3 + 2/x),mul mul 5 x add add c div 2 x mul div -7 3 x
665,89701307,-y*ln(ln(7)) + y' = 0,add mul mul -1 y log log 7 y',c*ln(7)^x,mul c pow log 7 x
666,9108846,-198*x + y' + 5 = 0,add add 5 mul -198 x y',c - 5*x*(1 - 99*x/5),add c mul mul -5 x add 1 mul div -99 5 x
667,12166361,x^2 - x*y' + y = 0,add add pow x 2 mul mul -1 x y' y,-x*(c - x) - 2*x,add mul -2 x mul mul -1 x sub c x
668,62503,x*y' - y - 9 = 0,add sub -9 y mul x y',c*x - 2*x - 9,add add -9 mul -2 x mul c x
669,568669515,x^10*y' - 144 = 0,add -144 mul pow x 10 y',c - 16/x^9,add c mul -16 pow x -9
670,6630564,x*y' - 2*y - 10 = 0,add add -10 mul -2 y mul x y',c*x^2 + x^2 - 5,add add -5 pow x 2 mul c pow x 2
671,2196166,x*y' - y - 4 = 0,add sub -4 y mul x y',c*x + 3*x - 4,add add -4 mul 3 x mul c x
672,386169541,x^2 - x*y' + y = 0,add add pow x 2 mul mul -1 x y' y,x*(c + x) - 5*x,add mul -5 x mul x add c x
673,3804316,x*y' - 4*y - 36 = 0,add add -36 mul -4 y mul x y',c*x^4 - 9,add -9 mul c pow x 4
674,139270190,3*x*y' - 3*y - 11 = 0,add add -11 mul -3 y mul mul 3 x y',x*(c - (x - 1/3)/x) - 4,add -4 mul x add c mul div -1 x add div -1 3 x
675,9165596,-y + y' - 9 = 0,add sub -9 y y',e^(c + x) - 9,add -9 exp add c x
676,328791,x*y' - 3*y + 15 = 0,add add 15 mul -3 y mul x y',c*x^3 + 5,add 5 mul c pow x 3
677,8242664,y' - 243 = 0,add -243 y',c + 243*x,add c mul 243 x
678,713298981,4*x*y' + 36*y - y' = 0,add add mul -1 y' mul 36 y mul mul 4 x y',c/(x - 1/4)^9,mul c pow add div -1 4 x -9
679,2525343,8*x + y' + 12 = 0,add add 12 mul 8 x y',c - 4*x*(x + 3),add c mul mul -4 x add 3 x
680,3231788,1024*x*y' - 5120*y - 5 = 0,add add -5 mul -5120 y mul mul 1024 x y',c*x^5 - 1/1024,add div -1 1024 mul c pow x 5
681,4721492,x^2 - x*y' + y - 1 = 0,add add add -1 pow x 2 mul mul -1 x y' y,c*x + x^2 + 2*x + 1,add add add 1 pow x 2 mul 2 x mul c x
682,686791,-x^x*(ln(x) + 1) + cos(x) + y' - 1 = 0,add add add -1 mul mul -1 pow x x add 1 log x y' cos x,c + x + x^x - sin(x),sub add add c x pow x x sin x
683,9190462,x*y' - 2*y*ln(y) = 0,add mul x y' mul mul -2 y log y,e^(c*x^2),exp mul c pow x 2
684,5790401,390625*x^5*y' + 4 = 0,add 4 mul mul 390625 pow x 5 y',c + 1/(390625*x^4),add c mul div 1 390625 pow x -4
685,60000195,x^2 - x*e^(4)*y' + y*e^(4) + 6 = 0,add add add 6 pow x 2 mul exp 4 y mul mul mul -1 x y' exp 4,(x*(c + x) + 3*x - 6)*e^(-4),mul add add -6 mul 3 x mul x add c x exp -4
686,4455719,y' = 0,y',x^2/(c*x - x)^2 - 4,add -4 mul pow x 2 pow add mul -1 x mul c x -2
687,5126906,-18*x + y' + 27 = 0,add add 27 mul -18 x y',c + 9*x*(x - 3),add c mul mul 9 x add -3 x
688,5642580,y*y' - 1 = 0,add -1 mul y' y,sqrt(c + 2*x),sqrt add c mul 2 x
689,9460587,-16*x + y' = 0,add mul -16 x y',c + 8*x^2,add c mul 8 pow x 2
690,8552282,-10240*4^x*ln(2) + 50*x + 5*y' - 1 = 0,add add add -1 mul 5 y' mul 50 x mul mul -10240 pow 4 x log 2,4^(x + 5) + c - 5*x^2 + x/5,add add add c pow 4 add 5 x mul -5 pow x 2 mul div 1 5 x
691,3650157,x*y' - y*ln(y) + 4*y*ln(5) = 0,add add mul x y' mul mul -1 y log y mul mul 4 y log 5,625*5^(c*x),mul 625 pow 5 mul c x
692,1196776,10*y*y' + 6*y' - 5 = 0,add add -5 mul 6 y' mul mul 10 y' y,-sqrt(c + x) - 3/5,sub div -3 5 sqrt add c x
693,539217233,x*y' + y + 8 = 0,add add 8 mul x y' y,-3 + (c - 5*x)/x,add -3 mul pow x -1 add c mul -5 x
694,609603401,7*y' - 6 = 0,add -6 mul 7 y',c + 6*x/7,add c mul div 6 7 x
695,677331,-x + y' - 3 = 0,add sub -3 x y',c + x^2/2 + 3*x,add add c mul div 1 2 pow x 2 mul 3 x
696,253973,x*y' + 5*y + 6*y' = 0,add add mul 5 y mul 6 y' mul x y',c/(-x/4 - 3/2)^5,mul c pow add div -3 2 mul div -1 4 x -5
697,841996827,x*y' + 162*x - 3*y = 0,add add mul -3 y mul 162 x mul x y',c*x^3 + 81*x,add mul 81 x mul c pow x 3
698,486457,x*y' + y - 4 = 0,add add -4 mul x y' y,(c + 4*x)/x,mul pow x -1 add c mul 4 x
699,449492095,x*y' - y*ln(y) - y*ln(3) = 0,add add mul x y' mul mul -1 y log 3 mul mul -1 y log y,2^(c*x)/3,mul div 1 3 pow 2 mul c x
700,3482729,y' + 28 = 0,add 28 y',c - 28*x,add c mul -28 x
701,8461921,2*x^3 + x*y' - y + 1 = 0,add add sub 1 y mul 2 pow x 3 mul x y',-x*(c + x^2) + x + 1,add add 1 x mul mul -1 x add c pow x 2
702,5066873,x - y + y' - 1 = 0,add sub add -1 x y y',x + e^(c + x),add x exp add c x
703,1464382,4*x^5*y' - 20*x^4*y + y' = 0,add add mul mul -20 pow x 4 y mul mul 4 pow x 5 y' y',c*(x^5 + 1/4),mul c add div 1 4 pow x 5
704,996984123,4*x^3 - x*y' + y + 1 = 0,add add add 1 mul 4 pow x 3 mul mul -1 x y' y,-2*x*(c - x^2) - 1,add -1 mul mul -2 x sub c pow x 2
705,4633416,x^2 - x*y' + y + 2 = 0,add add add 2 pow x 2 mul mul -1 x y' y,c*x + x^2 - 2,add add -2 pow x 2 mul c x
706,9334945,x*ln(3) - y*ln(3) + y' - 1 = 0,add add add -1 mul x log 3 mul mul -1 y log 3 y',3^(c + x) + x,add x pow 3 add c x
707,1090267,5*x^2 - x*y' + y = 0,add add mul 5 pow x 2 mul mul -1 x y' y,5*x*(c + x),mul mul 5 x add c x
708,1833447,y' - sqrt(3) = 0,add mul -1 sqrt 3 y',c + sqrt(3)*x,add c mul x sqrt 3
709,6982641,x*y' - y - cos(sin(5)) = 0,add sub mul -1 cos sin 5 y mul x y',c*x + x - cos(sin(5)),add sub x cos sin 5 mul c x
710,773810096,x^2 - x*y + x*y' + 5*x - y + 5 = 0,add add add sub add 5 pow x 2 y mul 5 x mul x y' mul mul -1 x y,-4*x*e^(c + x) + x + 5,add add 5 x mul mul -4 x exp add c x
711,191505261,8*y*ln(3) + y' - 40*ln(3) = 0,add add mul -40 log 3 mul mul 8 y log 3 y',5 - 81^(c - 2*x),sub 5 pow 81 add c mul -2 x
712,862436875,(1 - y')*e^(x - y) - 1 = 0,add -1 mul sub 1 y' exp sub x y,x - ln(c + x),sub x log add c x
713,570739,-2^x*ln(2) + y' = 0,add mul mul -1 pow 2 x log 2 y',2^x + c,add c pow 2 x
714,689399196,5*x^3 - x*y' - 3*x + 2*y - 20 = 0,add add add add -20 mul -3 x mul 2 y mul 5 pow x 3 mul mul -1 x y',-5*x^2*(c - x) + 3*x + 10,add add 10 mul 3 x mul mul -5 pow x 2 sub c x
715,988112531,9*x^3*y' + 2 = 0,add 2 mul mul 9 pow x 3 y',c + 1/(9*x^2),add c mul div 1 9 pow x -2
716,6951533,4*y' + 9 = 0,add 9 mul 4 y',c - 9*x/4,add c mul div -9 4 x
717,4604904,2*x*y' - 2*y - 5 = 0,add add -5 mul -2 y mul mul 2 x y',c*x - x - 5/2,add sub div -5 2 x mul c x
718,381251913,y' - 781250 = 0,add -781250 y',c + 781250*x,add c mul 781250 x
719,8880161,x^2*cos(x) - x*y' + y - 1 = 0,add add add -1 mul pow x 2 cos x mul mul -1 x y' y,-x*(c - sin(x)) + 1,add 1 mul mul -1 x sub c sin x
720,9607658,-6*2^x*ln(2) + y' = 0,add mul mul -6 pow 2 x log 2 y',6*2^x + c,add c mul 6 pow 2 x
721,225145039,3*y' - e^(2) - 3 = 0,add sub -3 exp 2 mul 3 y',c + x + x*e^(2)/3,add add c x mul mul div 1 3 x exp 2
722,336922894,-x*(2*x - 10)/(5 - x) - x*y'/(5 - x) - x*(x - 5)^2/(5 - x)^2 - x*y/(5 - x)^2 - (x - 5)^2/(5 - x) - (2*x - 10)/(5 - x) - y/(5 - x) + 5*y'/(5 - x) - (x - 5)^2/(5 - x)^2 + 5*y/(5 - x)^2 = 0,add add add add add add add add add div mul -1 pow add -5 x 2 sub 5 x mul mul -1 pow add -5 x 2 pow sub 5 x -2 mul div -1 sub 5 x add -10 mul 2 x mul div -1 sub 5 x y mul div 5 sub 5 x y' mul mul 5 pow sub 5 x -2 y mul mul mul -1 x pow add -5 x 2 pow sub 5 x -2 mul div mul -1 x sub 5 x add -10 mul 2 x mul div mul -1 x sub 5 x y' mul mul mul -1 x pow sub 5 x -2 y,(x - 5)*(c/(x - 5) - x - 1),mul add -5 x add sub -1 x div c add -5 x
723,184518775,2*x^2*y - x*y' - y = 0,add add mul -1 y mul mul -1 x y' mul mul 2 pow x 2 y,c*e^(x^2)/x,mul div c x exp pow x 2
724,3499030,x*y' - x - 2*y = 0,add add mul -1 x mul -2 y mul x y',c*x^2 - x,add mul -1 x mul c pow x 2
725,8413377,86*y^85*y' - 1 = 0,add -1 mul mul 86 pow y 85 y',(c + x)^(1/86),pow add c x div 1 86
726,7286003,-x*(4*x)^x*(ln(4*x) + 1) - (4*x)^x + y' - 1 = 0,add add sub -1 pow mul 4 x x mul mul mul -1 x pow mul 4 x x add 1 log mul 4 x y',c + x*(4*x)^x + x,add add c x mul x pow mul 4 x x
727,6057845,5*cos(5*x) + y' + 1 = 0,add add 1 mul 5 cos mul 5 x y',c - x - sin(5*x),sub sub c x sin mul 5 x
728,61234417,15*x^2*y' + 120*x*y - 2*y' = 0,add add mul -2 y' mul mul 15 pow x 2 y' mul mul 120 x y,c/(2 - 15*x^2)^4,mul c pow add 2 mul -15 pow x 2 -4
729,3793771,x - 6*y' + 6 = 0,add add 6 x mul -6 y',c + x^2/12 + x,add add c x mul div 1 12 pow x 2
730,8063614,y' - 5 = 0,add -5 y',c + x*(3 - 5/x) + 2*x,add add c mul 2 x mul x add 3 div -5 x
731,542311778,y*y' - 3 = 0,add -3 mul y' y,sqrt(c + 6*x),sqrt add c mul 6 x
732,293748397,x^2 + x*y' - y + 3 = 0,add sub add 3 pow x 2 y mul x y',x*(c - x) + 3*x + 3,add add 3 mul 3 x mul x sub c x
733,742190606,8*x*y' + 8*y + 47 = 0,add add 47 mul 8 y mul mul 8 x y',c/x - 47/8,add div -47 8 div c x
734,440087,x^3*y' - 6 = 0,add -6 mul pow x 3 y',c - 3/x^2,add c mul -3 pow x -2
735,4347737,x*y' - 6 = 0,add -6 mul x y',c + ln(x^6),add c log pow x 6
736,7966667,15*x^2 - 5*x^x*(ln(x) + 1) + y' = 0,add add mul 15 pow x 2 mul mul -5 pow x x add 1 log x y',c - 5*x^3 + 5*x^x,add add c mul -5 pow x 3 mul 5 pow x x
737,3947203,x*y' + y = 0,add mul x y' y,c/x - 1/(9*x),add div div -1 9 x div c x
738,9550254,x*y' + x - 2*y + 2 + 2*E = 0,add add add add 2 x mul -2 y mul 2 mul x y',c*x^2 + x + 1 + E,add add add 1 x mul c pow x 2
739,8429078,x*y' - y + 3 = 0,add sub 3 y mul x y',c*x - 8*x + 3,add add 3 mul -8 x mul c x
740,165098901,2*10^x*ln(10) + y' = 0,add mul mul 2 pow 10 x log 10 y',-2*10^x + c,add c mul -2 pow 10 x
741,4080790,x^2 - 20*x*y' + 20*y = 0,add add pow x 2 mul 20 y mul mul -20 x y',x*(c + x/20),mul x add c mul div 1 20 x
742,965211956,-4*x - cos(x + 3) + y' = 0,add add mul -1 cos add 3 x mul -4 x y',c + 2*x^2 + sin(x + 3),add add c mul 2 pow x 2 sin add 3 x
743,4229249,y^2*cos(x) + 2*y' = 0,add mul 2 y' mul pow y 2 cos x,2/(c + sin(x)),div 2 add c sin x
744,6334110,-30*x + y' - 20 = 0,add add -20 mul -30 x y',c - 5*x*(-3*x - 4),add c mul mul -5 x add -4 mul -3 x
745,260477006,x*y' + 15*x - 4*y = 0,add add mul -4 y mul 15 x mul x y',c*x^4 + 5*x,add mul 5 x mul c pow x 4
746,417594412,2*x^2 - 2*x*y - 2*x - y' + 1 = 0,add add add sub 1 y' mul -2 x mul 2 pow x 2 mul mul -2 x y,x - e^(c - x^2) - 1,sub add -1 x exp sub c pow x 2
747,7002432,5*x^4*y^2 + 2*y^2 - 4*y' = 0,add add mul -4 y' mul 2 pow y 2 mul mul 5 pow x 4 pow y 2,-4/(c + x^5 + 2*x),div -4 add add c pow x 5 mul 2 x
748,9252623,2*e^(2*x) + 3*y' + 1 = 0,add add 1 mul 2 exp mul 2 x mul 3 y',c - x/3 - e^(2*x)/3,add add c mul div -1 3 x mul div -1 3 exp mul 2 x
749,3394827,81*3^x*x*ln(3) - 81*3^x - x*y' + y = 0,add add add mul -81 pow 3 x mul mul -1 x y' mul mul mul 81 x pow 3 x log 3 y,3^(x + 4) + c*x,add pow 3 add 4 x mul c x
750,367772117,x*y' + 4*y - 32*y' = 0,add add mul -32 y' mul 4 y mul x y',c/(4 - x/8)^4,mul c pow add 4 mul div -1 8 x -4
751,4248929,x*y' - 2 = 0,add -2 mul x y',2*ln(c*x),mul 2 log mul c x
752,7838523,x^2*cos(x) + x*y' - y = 0,add add mul -1 y mul x y' mul pow x 2 cos x,-x*(c + sin(x)) + x,add x mul mul -1 x add c sin x
753,5586784,-x*y' - y + y' = 0,add add mul -1 y mul mul -1 x y' y',c/(1 - x),div c sub 1 x
754,6972309,x^2 - x*y' + y - 3 = 0,add add add -3 pow x 2 mul mul -1 x y' y,-x*(c - x) + x + 3,add add 3 x mul mul -1 x sub c x
755,9149984,x*y' + 3*x - 2*y = 0,add add mul -2 y mul 3 x mul x y',x*(c*x + 3),mul x add 3 mul c x
756,3279453,x^2*y' - 10 = 0,add -10 mul pow x 2 y',c - 10/x,add c div -10 x
757,551665557,10*x + 5*y' + 1 = 0,add add 1 mul 5 y' mul 10 x,c - x^2 - x/5,add sub c pow x 2 mul div -1 5 x
758,3789354,3*y' - 20 = 0,add -20 mul 3 y',c + 20*x/3,add c mul div 20 3 x
759,58173,y' - 1 = 0,add -1 y',x + (c*x + x)/x,add x mul pow x -1 add x mul c x
760,301444904,x*y' - y - 5 = 0,add sub -5 y mul x y',x*(c - 5/x),mul x add c div -5 x
761,958086,-15*x^x*(ln(x) + 1) + y' - 1 = 0,add add -1 mul mul -15 pow x x add 1 log x y',c + x + 15*x^x,add add c x mul 15 pow x x
762,2511731,y' + 2 = 0,add 2 y',x*(c/x - 2),mul x add -2 div c x
763,446369851,(y' - 1)*e^(-x + y - 2) - 2 = 0,add -2 mul add -1 y' exp add sub -2 x y,x + ln(c + 2*x) + 2,add add 2 x log add c mul 2 x
764,3973943,x^2*y' - 1 = 0,add -1 mul pow x 2 y',c + (x/2 - 1)/x,add c mul pow x -1 add -1 mul div 1 2 x
765,1567351,x^2*sin(x/4) + 4*x*y' - 4*y + 12 = 0,add add add 12 mul -4 y mul pow x 2 sin mul div 1 4 x mul mul 4 x y',-x*(c - cos(x/4)) + 3,add 3 mul mul -1 x sub c cos mul div 1 4 x
766,748885,4*x*y*ln(2) + 5*y' = 0,add mul 5 y' mul mul mul 4 x y log 2,4^(c + x*(-x/5 - 1) + x),pow 4 add add c x mul x add -1 mul div -1 5 x
767,1696400,-16*x + y' - 30 = 0,add add -30 mul -16 x y',c - 2*x*(-4*x - 15),add c mul mul -2 x add -15 mul -4 x
768,761454877,6*x^5 - e^(x) + y' + 1 = 0,add add sub 1 exp x mul 6 pow x 5 y',c - x^6 - x + e^(x),add sub sub c x pow x 6 exp x
769,469953082,8*x*ln(x) + 4*x + x^(4*x^2)*y' = 0,add add mul 4 x mul pow x mul 4 pow x 2 y' mul mul 8 x log x,c + x^(-4*x^2),add c pow x mul -4 pow x 2
770,6220512,x*sin(x) - cos(x) + y' = 0,add add mul -1 cos x mul x sin x y',c + x*cos(x),add c mul x cos x
771,3321532,3*2^x*y*ln(2) - y' = 0,add mul -1 y' mul mul mul 3 pow 2 x y log 2,c*e^(3*2^x - 18),mul c exp add -18 mul 3 pow 2 x
772,3654064,x*y' - y + 7 = 0,add sub 7 y mul x y',c*x - 3*x + 7,add add 7 mul -3 x mul c x
773,4641739,x*y' - y*ln(y) - 4*y = 0,add add mul -4 y mul x y' mul mul -1 y log y,e^(c*x - 4),exp add -4 mul c x
774,1887119,x^2*y' - 3 = 0,add -3 mul pow x 2 y',c - (x + 3)/x,add c mul div -1 x add 3 x
775,6807103,x*y' + 3*y = 0,add mul 3 y mul x y',(c/x + 5/x)^3,pow add div 5 x div c x 3
776,6000275,20^x*ln(20) + y' - 1 = 0,add add -1 mul pow 20 x log 20 y',-20^x + c + x,sub add c x pow 20 x
777,3479999,-(ln(x^3) + 3)*(x^3)^x + y' = 0,add mul mul -1 pow pow x 3 x add 3 log pow x 3 y',c + (x^3)^x,add c pow pow x 3 x
778,388478786,9*x^2 + x*y' - y = 0,add add mul -1 y mul 9 pow x 2 mul x y',c*x - 9*x^2,add mul -9 pow x 2 mul c x
779,2098253,2*x*y' + y - y' = 0,add add mul -1 y' mul mul 2 x y' y,c/sqrt(2*x - 1),mul c pow add -1 mul 2 x div -1 2
780,351978298,3*x*y' - 10*x - 6*y + 30 = 0,add add add 30 mul -10 x mul -6 y mul mul 3 x y',x*(c*x - 2) - 4*x/3 + 5,add add 5 mul div -4 3 x mul x add -2 mul c x
781,1486241,3*x*y' + 2*x - 6*y = 0,add add mul -6 y mul 2 x mul mul 3 x y',c*x^2 + 2*x/3,add mul div 2 3 x mul c pow x 2
782,2046247,x^2 - 2*x*y' + 2*y - 4 = 0,add add add -4 pow x 2 mul 2 y mul mul -2 x y',x*(c + x/2) + 2,add 2 mul x add c mul div 1 2 x
783,5349837,x^2*y' + 4 = 0,add 4 mul pow x 2 y',c + (x + 4)/x,add c mul pow x -1 add 4 x
784,41861907,6*x + y' - 18 = 0,add add -18 mul 6 x y',c - 3*x*(x - 4) + 6*x,add add c mul 6 x mul mul -3 x add -4 x
785,6324700,-y*ln(5) + y' = 0,add mul mul -1 y log 5 y',-5*5^(c + x),mul -5 pow 5 add c x
786,358476,x*y' - y*ln(-y) + y*ln(3) = 0,add add mul x y' mul y log 3 mul mul -1 y log mul -1 y,-3*5^(c*x),mul -3 pow 5 mul c x
787,3983848,y' - 5*sin(4) = 0,add mul -5 sin 4 y',c + 5*x*sin(4),add c mul mul 5 x sin 4
788,8931458,-3*x*cos(3*x) + x*y' - y + sin(3*x) = 0,add add add mul -1 y mul x y' mul mul -3 x cos mul 3 x sin mul 3 x,c*x - 5*x + sin(3*x),add add mul -5 x mul c x sin mul 3 x
789,859391756,x*ln(2) + y*ln(2) - y' - 1 + 4*ln(2) = 0,add add add sub -1 y' mul 4 log 2 mul x log 2 mul y log 2,2^(c + x) - x - 4,sub add -4 pow 2 add c x x
790,4162116,2*x^3*y' - 1 = 0,add -1 mul mul 2 pow x 3 y',c - 1/(4*x^2),add c mul div -1 4 pow x -2
791,880803,(2*x)^x*(ln(2*x) + 1) + y' = 0,add mul pow mul 2 x x add 1 log mul 2 x y',c - (2*x)^x,sub c pow mul 2 x x
792,1326312,2*x + 5*y' - 5 = 0,add add -5 mul 2 x mul 5 y',c - x^2/5 + x,add add c x mul div -1 5 pow x 2
793,175404177,x*ln(2) - y*ln(2) - y' + 1 = 0,add add sub 1 y' mul x log 2 mul mul -1 y log 2,-2^(c - x)/5 + x,add x mul div -1 5 pow 2 sub c x
794,1684404,x*y' + 2*y = 0,add mul 2 y mul x y',-32/(x*(c*x - 2*x)),div div -32 x add mul -2 x mul c x
795,9071996,4*x^3 + x*y' - y = 0,add add mul -1 y mul 4 pow x 3 mul x y',c*x - 2*x^3,add mul -2 pow x 3 mul c x
796,2749404,-3*y^2 + 2*y' = 0,add mul -3 pow y 2 mul 2 y',-2/(c + 3*x),div -2 add c mul 3 x
797,3598900,y' + 3 = 0,add 3 y',-3*x + 4*(c*x + x)/(5*x),add mul -3 x mul div div 4 5 x add x mul c x
798,155506931,5*x*y' + 5*y - 3*y' = 0,add add mul -3 y' mul 5 y mul mul 5 x y',c/(5*x - 3),div c add -3 mul 5 x
799,189939642,-x*y' - y + 2 = 0,add sub 2 y mul mul -1 x y',1 - (c - x)/x,add 1 mul div -1 x sub c x
800,9897932,2*x^2 + x*y' - y - 2 = 0,add add sub -2 y mul 2 pow x 2 mul x y',-2*x*(c + x) - 2,add -2 mul mul -2 x add c x
801,229234799,-3^x*x*ln(3) + 3^x + 2*x^2 - x*y' + y + 1 = 0,add add add add add 1 pow 3 x mul 2 pow x 2 mul mul -1 x y' mul mul mul -1 x pow 3 x log 3 y,-3^x + x*(c + 2*x) + x - 1,add sub add -1 x pow 3 x mul x add c mul 2 x
802,468961349,2*y + y' + 6 = 0,add add 6 mul 2 y y',e^(c - 2*x) - 3,add -3 exp add c mul -2 x
803,914452402,y' + 64 = 0,add 64 y',c - 64*x,add c mul -64 x
804,8530659,-10*x*cos(5*x^2) + y' + 1 = 0,add add 1 mul mul -10 x cos mul 5 pow x 2 y',c - x + sin(5*x^2),add sub c x sin mul 5 pow x 2
805,2160595,x^6*y' + 15*y*ln(2) = 0,add mul pow x 6 y' mul mul 15 y log 2,8^(x^(-5))*c,mul c pow 8 pow x -5
