id,equ_str,equ_prefix,sol_str,sol_prefix
16937,2*x + y' - 3 = 0,add add -3 mul 2 x y',c + x*(2 - x) + x,add add c x mul x sub 2 x
18552,2*sqrt(3 - x)*y' + sqrt(2) = 0,add sqrt 2 mul mul 2 sqrt sub 3 x y',c + sqrt(6 - 2*x),add c sqrt add 6 mul -2 x
11724,x*y' - y - 9 = 0,add sub -9 y mul x y',c*x - 3*x - 9,add add -9 mul -3 x mul c x
13420,(-5*x)^x*(ln(-5*x) + 1) + y' - 1 = 0,add add -1 mul pow mul -5 x x add 1 log mul -5 x y',c + x - (-5*x)^x,sub add c x pow mul -5 x x
8489,5*y' + 19 = 0,add 19 mul 5 y',c - 19*x/5,add c mul div -19 5 x
5048,2*x*y' + 4*y - 1 = 0,add add -1 mul 4 y mul mul 2 x y',(c + x^2)/(4*x^2),mul mul div 1 4 pow x -2 add c pow x 2
15676,10*x - 4*y' - 25 = 0,add add -25 mul -4 y' mul 10 x,c + x*(5*x/4 - 25/4),add c mul x add div -25 4 mul div 5 4 x
6918,-4*2^x*x*ln(2) - 4*2^x + y' - 1 = 0,add add add -1 mul -4 pow 2 x mul mul mul -4 x pow 2 x log 2 y',4*2^x*x + c + x,add add c x mul mul 4 x pow 2 x
27248,2*x^2 + x*y' - y = 0,add add mul -1 y mul 2 pow x 2 mul x y',-x^2 + x*(c - x),add mul -1 pow x 2 mul x sub c x
9932,-5*(x + 1)^4 + y' - 1 = 0,add add -1 mul -5 pow add 1 x 4 y',c + x + (x + 1)^5,add add c x pow add 1 x 5
32911,-24*x + y' - 2 = 0,add add -2 mul -24 x y',c + 12*x^2 + 2*x,add add c mul 2 x mul 12 pow x 2
16214,x*y' + 3*y*ln(y) + 9*y = 0,add add mul 9 y mul x y' mul mul 3 y log y,e^(c/x^3 - 3),exp add -3 mul c pow x -3
11420,9*x*y' - 9*y - y' = 0,add add mul -1 y' mul -9 y mul mul 9 x y',c*(x - 1/9),mul c add div -1 9 x
13734,x^2 + x*y' - y = 0,add sub pow x 2 y mul x y',5*x*(c - x/5),mul mul 5 x add c mul div -1 5 x
8295,x*y' - 3*y - 9 = 0,add add -9 mul -3 y mul x y',x^2*(c*x + x) - 3,add -3 mul pow x 2 add x mul c x
24400,-e^(-y - 1)*y' - 1 = 0,add -1 mul mul -1 y' exp sub -1 y,-ln(c + x) - 1,sub -1 log add c x
15918,-3*x^3*(x + 2)^2 - 3*x^2*(x + 2)^3 + y' = 0,add add mul mul -3 pow x 2 pow add 2 x 3 mul mul -3 pow x 3 pow add 2 x 2 y',c + x^3*(x + 2)^3,add c mul pow x 3 pow add 2 x 3
4211,10*x^2 + x*y' - y = 0,add add mul -1 y mul 10 pow x 2 mul x y',-5*x*(c + 2*x) + x,add x mul mul -5 x add c mul 2 x
17437,-2^x*x*ln(2) - 2^x - y' - 4 = 0,add sub sub -4 pow 2 x y' mul mul mul -1 x pow 2 x log 2,-x*(2^x + c/x + 4) + 1,add 1 mul mul -1 x add add 4 pow 2 x div c x
31469,5*x*y' - 5*y*ln(-5*y - 3) - 10*y*ln(3) - 3*ln(-5*y - 3) - 6*ln(3) = 0,add add add add mul -6 log 3 mul -3 log add -3 mul -5 y mul mul -10 y log 3 mul mul -5 y log add -3 mul -5 y mul mul 5 x y',-3^(c*x - 2)/5 - 3/5,add div -3 5 mul div -1 5 pow 3 add -2 mul c x
19927,5*e^(x - 3) + y' - 1 = 0,add add -1 mul 5 exp add -3 x y',c + x - 5*e^(x - 3),add add c x mul -5 exp add -3 x
828,2*x^2*sin(x) - x*y' + y = 0,add add mul mul -1 x y' mul mul 2 pow x 2 sin x y,2*x*(c - cos(x)),mul mul 2 x sub c cos x
8010,y*ln(3) + y' + ln(3) = 0,add add mul y log 3 y' log 3,-2 + (x + c*x/3^x)/x,add -2 mul pow x -1 add x mul mul c x pow 3 mul -1 x
28309,3*x^2*y' - 4 = 0,add -4 mul mul 3 pow x 2 y',c + (-2*x/3 - 4/3)/x,add c mul pow x -1 add div -4 3 mul div -2 3 x
27727,x*y' - y*ln(1/y) - 3*y*ln(20) = 0,add add mul x y' mul mul -1 y log pow y -1 mul mul -3 y log 20,(1/20)^(c/x - 3),pow div 1 20 add -3 div c x
202,x^2 - 3*x*y' + 3*y + 9 = 0,add add add 9 pow x 2 mul 3 y mul mul -3 x y',x*(c + x/3) + x - 3,add add -3 x mul x add c mul div 1 3 x
26125,x*y' + y = 0,add mul x y' y,-20/(c*x + x),div -20 add x mul c x
6919,x*y' + x - 2*y - 8 = 0,add add add -8 x mul -2 y mul x y',-x*(c*x + x) + x - 4,add add -4 x mul mul -1 x add x mul c x
22984,8*x*y' + 40*y - 3*y' = 0,add add mul -3 y' mul 40 y mul mul 8 x y',c/(3 - 8*x)^5,mul c pow add 3 mul -8 x -5
2434,x^5*y' + 40 = 0,add 40 mul pow x 5 y',c + 10/x^4,add c mul 10 pow x -4
16731,2*x^2 - x*y' + y + 4 = 0,add add add 4 mul 2 pow x 2 mul mul -1 x y' y,c*x + 2*x*(x - 2) - 4,add add -4 mul c x mul mul 2 x add -2 x
23454,5*x^2 - x*y' + y + 70 = 0,add add add 70 mul 5 pow x 2 mul mul -1 x y' y,c*x + x - (-5*x - 15)*(x - 5) + 5,add add add 5 x mul c x mul mul -1 add -15 mul -5 x add -5 x
27476,18*x^5 - y' + 3 = 0,add sub 3 y' mul 18 pow x 5,3*x*(x^5 + (c + x)/x),mul mul 3 x add pow x 5 mul pow x -1 add c x
1830,x*ln(2) + y*ln(2) - y' - 1 + sqrt(3)*ln(2) = 0,add add add sub -1 y' mul x log 2 mul sqrt 3 log 2 mul y log 2,-2^(c + x)/9 - x - sqrt(3),add sub mul -1 x sqrt 3 mul div -1 9 pow 2 add c x
21501,x*y' + 5*y - 30 = 0,add add -30 mul 5 y mul x y',c/x^5 + 6,add 6 mul c pow x -5
20351,2*x^2 + x*y' - y - 6 = 0,add add sub -6 y mul 2 pow x 2 mul x y',-2*x*(c + x) - 6,add -6 mul mul -2 x add c x
27036,x^2*y' + 3*x*y' + 3*y - 3 = 0,add add add -3 mul 3 y mul pow x 2 y' mul mul 3 x y',(c*(-7*x - 21) + x)/x,mul pow x -1 add x mul c add -21 mul -7 x
15405,-6*x^2 + y' - 8 = 0,add add -8 mul -6 pow x 2 y',c + 2*x^3 + 8*x,add add c mul 2 pow x 3 mul 8 x
6137,5*x^2 - x*y' + y + 2 = 0,add add add 2 mul 5 pow x 2 mul mul -1 x y' y,x*(c + 5*x) + x - 2,add add -2 x mul x add c mul 5 x
9739,54*x*e^(27*x^2) + y' - 1 = 0,add add -1 mul mul 54 x exp mul 27 pow x 2 y',c + x - e^(27*x^2),sub add c x exp mul 27 pow x 2
18757,-x*e^(x) - e^(x) + y' - 1 = 0,add add sub -1 exp x mul mul -1 x exp x y',c + x*e^(x) + x,add add c x mul x exp x
18648,-2*x - y' + 1 = 0,add sub 1 y' mul -2 x,-x*(c/x + x) + x,add x mul mul -1 x add x div c x
19855,5^x*y^2*ln(5) + y^2 + 11*y' = 0,add add pow y 2 mul 11 y' mul mul pow 5 x pow y 2 log 5,11/(5^x + c + x),div 11 add add c x pow 5 x
3366,40*y^2 + 3*y' = 0,add mul 3 y' mul 40 pow y 2,3/(c + 40*x),div 3 add c mul 40 x
22910,x*y' - y*ln(y - 4) + 4*ln(y - 4) = 0,add add mul 4 log add -4 y mul x y' mul mul -1 y log add -4 y,2^(c*x) + 4,add 4 pow 2 mul c x
9920,-2*x + y' + 8 = 0,add add 8 mul -2 x y',c + x*(x - 9) + x,add add c x mul x add -9 x
24196,x*y' - y*ln(y + 8) + y*ln(10) - 8*ln(y + 8) + 8*ln(10) = 0,add add add add mul -8 log add 8 y mul 8 log 10 mul x y' mul y log 10 mul mul -1 y log add 8 y,10*2^(c*x) - 8,add -8 mul 10 pow 2 mul c x
30823,x^3 - x*y' + 2*y + 10 = 0,add add add 10 pow x 3 mul 2 y mul mul -1 x y',x^2*(c + x) - 5,add -5 mul pow x 2 add c x
12129,x*y' - y + 2 = 0,add sub 2 y mul x y',c*x - x/2 + 2,add add 2 mul div -1 2 x mul c x
16200,-4*x + y' + 2 = 0,add add 2 mul -4 x y',c - 2*x*(1 - x),add c mul mul -2 x sub 1 x
7760,x^5 + 5*x*y' - 20*y - 20 = 0,add add add -20 pow x 5 mul -20 y mul mul 5 x y',-x^4*(c + x/5) - 1,add -1 mul mul -1 pow x 4 add c mul div 1 5 x
19061,2*x - 3*y - 3*y' + 2 = 0,add add add 2 mul -3 y' mul -3 y mul 2 x,2*x/3 + e^(c - x),add mul div 2 3 x exp sub c x
27600,15*e^(15*x - 12) + y' = 0,add mul 15 exp add -12 mul 15 x y',c - e^(15*x - 12),sub c exp add -12 mul 15 x
30032,-2*x + e^(x) + y' - 8 = 0,add add add -8 mul -2 x y' exp x,c + x*(x + 8) - e^(x),add sub c exp x mul x add 8 x
4879,x^2*y' + 1 = 0,add 1 mul pow x 2 y',c + (3*x + 1)/x,add c mul pow x -1 add 1 mul 3 x
31566,x*ln(5) - y*ln(5) + y' - 1 = 0,add add add -1 mul x log 5 mul mul -1 y log 5 y',-5^(c + x) + x,sub x pow 5 add c x
12517,2*sqrt(-x - 1)*y' - 3 = 0,add -3 mul mul 2 sqrt sub -1 x y',c - 3*sqrt(-x - 1),add c mul -3 sqrt sub -1 x
32539,5*x*y' + 5*y + 2 + 5*e^(2) = 0,add add add 2 mul 5 exp 2 mul 5 y mul mul 5 x y',-e^(2) - 2*(c + x)/(5*x),add mul -1 exp 2 mul div div -2 5 x add c x
6911,8*x*y' + 8*y - 9 = 0,add add -9 mul 8 y mul mul 8 x y',(c + 9*x/8)/x,mul pow x -1 add c mul div 9 8 x
16119,5*x*y' - x - 10*y - 4 = 0,add add sub -4 x mul -10 y mul mul 5 x y',-x*(c*x + 1)/5 - 2/5,add div -2 5 mul mul div -1 5 x add 1 mul c x
28895,x*y' - 2*y - 40 = 0,add add -40 mul -2 y mul x y',c*x^2 - 20,add -20 mul c pow x 2
8164,2*x*y' - y = 0,add mul -1 y mul mul 2 x y',sqrt(c*x)/3,mul div 1 3 sqrt mul c x
32249,-2*x^2*sin(x) + x^2*cos(x)^2 - x*y*sin(x) - 8*x*sin(x) - x*cos(x)*y' + y*cos(x) + 8*cos(x) = 0,add add add add add add mul 8 cos x mul pow x 2 pow cos x 2 mul cos x y mul mul -8 x sin x mul mul -2 pow x 2 sin x mul mul mul -1 x y' cos x mul mul mul -1 x y sin x,x*(c + x)*cos(x) - 2*x - 8,add add -8 mul -2 x mul mul x add c x cos x
9728,5*x^2 - x*y' + y + 5 = 0,add add add 5 mul 5 pow x 2 mul mul -1 x y' y,-5*x*(c - x) - 5,add -5 mul mul -5 x sub c x
29461,5*x^4*cos(x^5) - 4*sin(x^5)^2*y' = 0,add mul mul -4 pow sin pow x 5 2 y' mul mul 5 pow x 4 cos pow x 5,c - 1/(4*sin(x^5)),add c div div -1 4 sin pow x 5
5437,x*y' - y - 2 = 0,add sub -2 y mul x y',c*x + 2*x/3 - 2,add add -2 mul div 2 3 x mul c x
617,x^2*y' - 10 = 0,add -10 mul pow x 2 y',-5*(c*x + 6)/(3*x),mul div div -5 3 x add 6 mul c x
6157,-3*y + y' = 0,add mul -3 y y',c*e^(3*x + 2),mul c exp add 2 mul 3 x
28069,3^x*ln(3) - 2*y' - 2 = 0,add add -2 mul -2 y' mul pow 3 x log 3,3^x/2 + c - x,sub add c mul div 1 2 pow 3 x x
29945,5*x*y' - 5*y + 4*sqrt(5) = 0,add add mul -5 y mul 4 sqrt 5 mul mul 5 x y',c*x + x + 4*sqrt(5)/5,add add x mul div 4 5 sqrt 5 mul c x
20380,-2*x*ln(-2*x - y - 3) + x*y' + 4*x - y*ln(-2*x - y - 3) + y - 3*ln(-2*x - y - 3) + 3 = 0,add add add add add add 3 mul -3 log add sub -3 y mul -2 x mul 4 x mul x y' mul mul -1 y log add sub -3 y mul -2 x mul mul -2 x log add sub -3 y mul -2 x y,-2*x - e^(c*x + 1) - 3,add sub -3 exp add 1 mul c x mul -2 x
2030,x^2*y' - 10 = 0,add -10 mul pow x 2 y',c + (-5*x - 10)/x,add c mul pow x -1 add -10 mul -5 x
11818,25*x^x*(ln(x) + 1) + y' - 1 = 0,add add -1 mul mul 25 pow x x add 1 log x y',c + x - 25*x^x,add add c x mul -25 pow x x
22448,x*y' + y - 3*y' = 0,add add mul -3 y' mul x y' y,c*x/(x*(x - 4) + x),div mul c x add x mul x add -4 x
2225,x^2*y' + 2*cos(2/x) = 0,add mul 2 cos div 2 x mul pow x 2 y',c + sin(2/x),add c sin div 2 x
20388,9*x*y' + 9*y - 2 = 0,add add -2 mul 9 y mul mul 9 x y',(c + 2*x/9)/x,mul pow x -1 add c mul div 2 9 x
22198,20*x + 9*y' - 18 = 0,add add -18 mul 9 y' mul 20 x,c - x*(10*x/9 - 1) + x,add add c x mul mul -1 x add -1 mul div 10 9 x
26720,25*x^3*y' - 8 = 0,add -8 mul mul 25 pow x 3 y',c - 4/(25*x^2),add c mul div -4 25 pow x -2
16623,-sin(x) + 2*y' = 0,add mul -1 sin x mul 2 y',c - cos(x)/2,add c mul div -1 2 cos x
26424,-2*y^2 + 9*y' = 0,add mul -2 pow y 2 mul 9 y',-3/(c + 2*x/3),div -3 add c mul div 2 3 x
28186,-3^(x^x)*x^x*(ln(x) + 1)*ln(3) + y' - 4 = 0,add add -4 mul mul mul mul -1 pow 3 pow x x pow x x add 1 log x log 3 y',3^(x^x) + c + 4*x,add add c pow 3 pow x x mul 4 x
30565,-y*ln(5) + y' - 2*ln(5) = 0,add add mul -2 log 5 mul mul -1 y log 5 y',5^(c + x) - 2,add -2 pow 5 add c x
19036,x*y' + 4*y - 20 = 0,add add -20 mul 4 y mul x y',c/x^4 + 5,add 5 mul c pow x -4
12359,2*x*y' + 2*y + 15*y' = 0,add add mul 2 y mul 15 y' mul mul 2 x y',c/(-x - 15/2),div c sub div -15 2 x
3328,4*x + y' - 7 = 0,add add -7 mul 4 x y',c + x*(6 - 2*x) + x,add add c x mul x add 6 mul -2 x
29195,x^2*y' - 3 = 0,add -3 mul pow x 2 y',c + (2*x - 3)/x,add c mul pow x -1 add -3 mul 2 x
26224,x^2*cos(x) + x*y*cos(x) - x*sin(x)*y' + 5*x*cos(x) + y*sin(x) + 5*sin(x) = 0,add add add add add mul 5 sin x mul pow x 2 cos x mul y sin x mul mul 5 x cos x mul mul x cos x y mul mul mul -1 x y' sin x,c*x*sin(x) - x - 5,add sub -5 x mul mul c x sin x
25261,5*x*y' + 5*y + 8 = 0,add add 8 mul 5 y mul mul 5 x y',c/x - 8/5,add div -8 5 div c x
8356,2*x^2*ln(5) + 2*x*y*ln(5) - y' - 1 = 0,add add sub -1 y' mul mul 2 pow x 2 log 5 mul mul mul 2 x y log 5,3*5^(c + x^2) - x,add mul -1 x mul 3 pow 5 add c pow x 2
20248,9*x^3*y' + 1 = 0,add 1 mul mul 9 pow x 3 y',c + 1/(18*x^2),add c mul div 1 18 pow x -2
4043,12*x^3 + cos(3)*y' = 0,add mul 12 pow x 3 mul y' cos 3,c - 3*x^4/cos(3),add c div mul -3 pow x 4 cos 3
17016,5*4^(x + 5)*ln(4) + y' + 1 = 0,add add 1 mul mul 5 pow 4 add 5 x log 4 y',-5*4^(x + 5) + c - x,add sub c x mul -5 pow 4 add 5 x
18114,-2*y^2 + 3*y' = 0,add mul -2 pow y 2 mul 3 y',6/(c - 4*x),div 6 add c mul -4 x
9668,x*ln(2) - y*ln(2) - y' - 8*ln(2) + 1 = 0,add add add sub 1 y' mul -8 log 2 mul x log 2 mul mul -1 y log 2,2^(c - x) + x - 8,add add -8 x pow 2 sub c x
478,2*x^2*sin(x)*cos(cos(x)) + x*y*sin(x)*cos(cos(x)) + x*sin(cos(x))*y' - y*sin(cos(x)) = 0,add add add mul mul -1 y sin cos x mul mul x y' sin cos x mul mul mul 2 pow x 2 cos cos x sin x mul mul mul x cos cos x y sin x,-x*(c*sin(cos(x)) + 2),mul mul -1 x add 2 mul c sin cos x
20023,(y' - 1)*e^(-x + y) - 2 = 0,add -2 mul add -1 y' exp add mul -1 x y,x + ln(c + 2*x),add x log add c mul 2 x
10911,-5^x*ln(5) - x^x*(ln(x) + 1) + y' + 1 = 0,add add add 1 mul mul -1 pow 5 x log 5 mul mul -1 pow x x add 1 log x y',5^x + c - x + x^x,sub add add c pow 5 x pow x x x
14570,4*cos(3)*y' - 1 = 0,add -1 mul mul 4 y' cos 3,(c + x/4)/cos(3) + 12,add 12 mul pow cos 3 -1 add c mul div 1 4 x
28796,-x*y' - y - 3*y' = 0,add add mul -1 y mul -3 y' mul mul -1 x y',c/(-x - 3),div c sub -3 x
3461,2*x*y' - y = 0,add mul -1 y mul mul 2 x y',2*sqrt(c*x),mul 2 sqrt mul c x
19341,2*x*sin(x^2) + 5*y' = 0,add mul 5 y' mul mul 2 x sin pow x 2,c + cos(x^2)/5,add c mul div 1 5 cos pow x 2
32634,4*y' - 13 = 0,add -13 mul 4 y',c + 13*x/4,add c mul div 13 4 x
33328,50*x*y*y' - 25*y^2 - 3 = 0,add add -3 mul -25 pow y 2 mul mul mul 50 x y' y,-sqrt(c*x + x - 3)/5,mul div -1 5 sqrt add add -3 x mul c x
12181,2*x^2*sin(2*x) - x*y' + y = 0,add add mul mul -1 x y' mul mul 2 pow x 2 sin mul 2 x y,x*(c - cos(2*x)),mul x sub c cos mul 2 x
10378,-3*sin(x) + 5*y' + 3 = 0,add add 3 mul -3 sin x mul 5 y',c - 3*x/5 - 3*cos(x)/5,add add c mul div -3 5 x mul div -3 5 cos x
33677,x^12*y' - 11 = 0,add -11 mul pow x 12 y',c - 1/x^11,sub c pow x -11
8191,x*(2*x + 5)*sin(x^2 + 5*x) - cos(x^2 + 5*x) + y' = 0,add add mul -1 cos add pow x 2 mul 5 x mul mul x add 5 mul 2 x sin add pow x 2 mul 5 x y',c + x*cos(x*(x + 5)),add c mul x cos mul x add 5 x
26566,x*y' - y - 18 = 0,add sub -18 y mul x y',c*x + x - 18,add add -18 x mul c x
15071,x^5*y' - 5*x^4*y - 15*x^4 + 3*y' = 0,add add add mul -15 pow x 4 mul 3 y' mul pow x 5 y' mul mul -5 pow x 4 y,c*(x^5/5 + 3/5) - 3,add -3 mul c add div 3 5 mul div 1 5 pow x 5
14032,-2*x + y' + 4 = 0,add add 4 mul -2 x y',c - x*(5 - x) + x,add add c x mul mul -1 x sub 5 x
970,4*x^3 + 10*x^2 - x*y' + y + 6 = 0,add add add add 6 mul 4 pow x 3 mul 10 pow x 2 mul mul -1 x y' y,-x*(c + 2*x*(-x - 5)) - 6,add -6 mul mul -1 x add c mul mul 2 x sub -5 x
4258,x*y' + 1 = 0,add 1 mul x y',ln(2/(c*x + x)),log div 2 add x mul c x
24116,28*5^(7/x)*ln(5) + x^2*y' = 0,add mul pow x 2 y' mul mul 28 pow 5 div 7 x log 5,4*5^(7/x) + c,add c mul 4 pow 5 div 7 x
9320,-x*cos(x) + x*y' + 4*x + 3*y - 3*sin(x) = 0,add add add add mul -3 sin x mul 3 y mul 4 x mul x y' mul mul -1 x cos x,c/x^3 - x + sin(x),add add mul -1 x mul c pow x -3 sin x
27681,-x*e^(x) + x*y' - y + e^(x) = 0,add add add mul -1 y mul x y' mul mul -1 x exp x exp x,c*x - x + e^(x),add add mul -1 x mul c x exp x
10969,y^2 + 16*y' = 0,add pow y 2 mul 16 y',16/(c + x),div 16 add c x
24459,5*x*y' - 5*y - 25 - 3*3^(1/3) = 0,add add add -25 mul -5 y mul -3 pow 3 div 1 3 mul mul 5 x y',c*x - 5 - 3*3^(1/3)/5,add add -5 mul div -3 5 pow 3 div 1 3 mul c x
24621,x*y^2 - 3*y' = 0,add mul -3 y' mul x pow y 2,3/(c - x^2/2),div 3 add c mul div -1 2 pow x 2
8773,x*y' + y - 18 = 0,add add -18 mul x y' y,18*(c + x)/x,mul div 18 x add c x
25897,y^2*e^(5/y) + 5*y' = 0,add mul 5 y' mul pow y 2 exp div 5 y,-5/ln(c - x),div -5 log sub c x
25067,2*x^2 + 3*x*y' - 3*y = 0,add add mul -3 y mul 2 pow x 2 mul mul 3 x y',c*x - 2*x^2/3 - x,add add mul -1 x mul div -2 3 pow x 2 mul c x
20890,-x^4 + 2*x + y' - 1 = 0,add add sub -1 pow x 4 mul 2 x y',c + x^5/5 - x^2 + x,add sub add c x pow x 2 mul div 1 5 pow x 5
9201,-(x*(ln(5*x) + 1) + ln((5*x)^x))*((5*x)^x)^x + y' - 1 = 0,add add -1 mul mul -1 pow pow mul 5 x x x add mul x add 1 log mul 5 x log pow mul 5 x x y',c + x + ((5*x)^x)^x,add add c x pow pow mul 5 x x x
7826,x*y' - 4*x^(4*ln(2))*ln(2) = 0,add mul x y' mul mul -4 pow x mul 4 log 2 log 2,c + x^(2*ln(4)),add c pow x mul 2 log 4
8242,x*sin(x/5) - y*sin(x/5) + 5*y' - 5 = 0,add add add -5 mul 5 y' mul x sin mul div 1 5 x mul mul -1 y sin mul div 1 5 x,c*e^(-cos(x/5)) + x,add x mul c exp mul -1 cos mul div 1 5 x
4306,32*x^x*y' + ln(x) + 1 = 0,add add 1 mul mul 32 pow x x y' log x,c + 1/(32*x^x),add c mul div 1 32 pow x mul -1 x
18334,5^x*x*ln(5) + 5^x + 4*y' = 0,add add pow 5 x mul 4 y' mul mul x pow 5 x log 5,-5^x*x/4 + c,add c mul mul div -1 4 x pow 5 x
4015,y + 12*y' = 0,add mul 12 y' y,e^(c - x/12),exp add c mul div -1 12 x
7500,x*y' + 5*y - 5 = 0,add add -5 mul 5 y mul x y',(c/x^4 + x)/x,mul pow x -1 add x mul c pow x -4
4550,x^2 + 2*x*y' - 2*y + 1 = 0,add add add 1 pow x 2 mul -2 y mul mul 2 x y',c*x - x^2/2 + x + 1/2,add add add div 1 2 x mul div -1 2 pow x 2 mul c x
4278,-2*x*ln(-2 - y/x) + x*y' + 2*x*ln(2) - y*ln(-2 - y/x) - y + y*ln(2) = 0,add add add add add mul -1 y mul x y' mul y log 2 mul mul -1 y log add -2 mul div -1 x y mul mul -2 x log add -2 mul div -1 x y mul mul 2 x log 2,2*x*(-e^(c*x) - 1),mul mul 2 x sub -1 exp mul c x
32829,-x*y*ln(5) + x*y' + 2*x*ln(5) - y + 2 = 0,add add add sub 2 y mul x y' mul mul 2 x log 5 mul mul mul -1 x y log 5,5^x*c*x + 2,add 2 mul mul c x pow 5 x
20589,-3*x*ln(-3*x - y) + x*y' + 6*x - y*ln(-3*x - y) + y = 0,add add add add mul 6 x mul x y' mul mul -1 y log add mul -1 y mul -3 x mul mul -3 x log add mul -1 y mul -3 x y,-3*x - e^(c*x + 1),add mul -1 exp add 1 mul c x mul -3 x
326,2*x*y' - 6*y + 3 = 0,add add 3 mul -6 y mul mul 2 x y',c*x^3 + 1/2,add div 1 2 mul c pow x 3
6244,x*y' - y - 4 = 0,add sub -4 y mul x y',c*x - 3*x - 4,add add -4 mul -3 x mul c x
16828,9*x^2*y + y' = 0,add mul mul 9 pow x 2 y y',c*e^(-3*x^3),mul c exp mul -3 pow x 3
32081,3*x^5 - x*y' + 2*y - 16 = 0,add add add -16 mul 2 y mul 3 pow x 5 mul mul -1 x y',c*x^2 + x^5 + 8,add add 8 pow x 5 mul c pow x 2
26080,-cos(x/3) + 30*y' = 0,add mul -1 cos mul div 1 3 x mul 30 y',c + sin(x/3)/10,add c mul div 1 10 sin mul div 1 3 x
12022,5^x*ln(5) - 2*x + y' + 1 = 0,add add add 1 mul -2 x mul pow 5 x log 5 y',-5^x + c + x^2 - x,sub sub add c pow x 2 x pow 5 x
15486,20*x^2 + x*y' - y + 20 = 0,add add sub 20 y mul 20 pow x 2 mul x y',-10*x*(c + 2*x) + 20,add 20 mul mul -10 x add c mul 2 x
19890,2*x*y' - y + 3 = 0,add sub 3 y mul mul 2 x y',sqrt(2)*sqrt(c*x)/2 + 3,add 3 mul mul div 1 2 sqrt 2 sqrt mul c x
12599,12*x^2 + y' + 16 = 0,add add 16 mul 12 pow x 2 y',c - 4*x^3 - 16*x,add add c mul -16 x mul -4 pow x 3
19829,2*x*y*ln(2)*ln(3) - y' = 0,add mul -1 y' mul mul mul mul 2 x y log 2 log 3,c*(-3^(x^2)/5)^ln(2),mul c pow mul div -1 5 pow 3 pow x 2 log 2
4745,-2*x + y' + 1 = 0,add add 1 mul -2 x y',c + x*(x - 3) + 2*x,add add c mul 2 x mul x add -3 x
8932,x*y' + y - 4*y' = 0,add add mul -4 y' mul x y' y,(c*x + x)/(x*(x - 4)),mul div pow x -1 add -4 x add x mul c x
14532,x*y' + y = 0,add mul x y' y,c/x + 18/x,add div 18 x div c x
17981,4*x*sin(4*x) - 2*x - cos(4*x) + y' = 0,add add add mul -1 cos mul 4 x mul -2 x mul mul 4 x sin mul 4 x y',c + x^2 + x*cos(4*x),add add c pow x 2 mul x cos mul 4 x
12220,x*y' - y*ln(-y - 4) - 4*y*ln(2) - 4*ln(-y - 4) - 16*ln(2) = 0,add add add add mul -16 log 2 mul -4 log sub -4 y mul x y' mul mul -1 y log sub -4 y mul mul -4 y log 2,-e^(c*x)/16 - 4,add -4 mul div -1 16 exp mul c x
5870,14*x^2 + x*y' - y + 2 = 0,add add sub 2 y mul 14 pow x 2 mul x y',7*x*(c - 2*x) + 2,add 2 mul mul 7 x add c mul -2 x
32901,x^2*y^2 - x*y' + 3*y^2 - y = 0,add add add mul -1 y mul 3 pow y 2 mul pow x 2 pow y 2 mul mul -1 x y',-1/(x*(c + x) - 3),div -1 add -3 mul x add c x
14216,12*x^4 + 4*x*y' - 4*y - 13 = 0,add add add -13 mul -4 y mul 12 pow x 4 mul mul 4 x y',c*x - x^4 + x - 13/4,add sub add div -13 4 x pow x 4 mul c x
13226,32*y' + 63 = 0,add 63 mul 32 y',c - 63*x/32,add c mul div -63 32 x
24785,-e^(x + 4) + y' + 1 = 0,add sub 1 exp add 4 x y',c - x + e^(x + 4),add sub c x exp add 4 x
28952,x*y' - y - 3 = 0,add sub -3 y mul x y',-x*(c - 3/x) - x - 6,add sub -6 x mul mul -1 x add c div -3 x
27144,x^x*(ln(x) + 1) + y' + 5 = 0,add add 5 mul pow x x add 1 log x y',c - 5*x - x^x,add sub c pow x x mul -5 x
18005,-sin(x) + 5*y' = 0,add mul -1 sin x mul 5 y',c - cos(x)/5,add c mul div -1 5 cos x
20094,x*y' - y - 1 + cos(4) = 0,add add sub -1 y mul x y' cos 4,c*x + x - 1 + cos(4),add add add -1 x mul c x cos 4
14147,45*y' - 43 = 0,add -43 mul 45 y',c + 43*x/45,add c mul div 43 45 x
6165,x^2 + 2*x*y' - 2*y - 8 = 0,add add add -8 pow x 2 mul -2 y mul mul 2 x y',c*x - x^2/2 - 4,add add -4 mul div -1 2 pow x 2 mul c x
9301,-x*y*ln(2) + x*y' + x*ln(2) - y + 1 = 0,add add add sub 1 y mul x y' mul x log 2 mul mul mul -1 x y log 2,x*(2^x*c + 1/x),mul x add pow x -1 mul c pow 2 x
12296,x*ln(x)*y' - y*ln(x) - 3*y - 3*ln(x) - 9 = 0,add add add add -9 mul -3 y mul -3 log x mul mul -1 y log x mul mul x y' log x,c*x*ln(x)^3 - 3,add -3 mul mul c x pow log x 3
13512,-y^2 + 2*y' = 0,add mul -1 pow y 2 mul 2 y',-2/(c + x),div -2 add c x
19260,4*x*y*ln(sin(2)) + x*y' - y = 0,add add mul -1 y mul x y' mul mul mul 4 x y log sin 2,x*sin(2)^(c - 4*x),mul x pow sin 2 add c mul -4 x
